Bill Amount,Who Tipped,Tip Amount,Ethnicity,Day Dined,Meal Period,How Dined,Overall Satisfaction,Will Return,Would Recommend,Greeted Friendly,Meal Quality,Overall Service,"Music, Lighting, Temp.",Cleanliness,Food Delivery Speed,Bev. Service Speed,Offered Appetizer
$52.43,Me,$0.10,White,Tue,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Good,Good,Very Good,Very Good,No
$95.63,Me,$14.37,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,No
$44.73,Me,$9.00,White,Tue,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,No
$35.40,Me,$5.50,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$72.39,Me,$8.00,Prefer not to answer,Wed,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Good,Excellent,Excellent,Excellent,Very Good,Excellent,No
$36.45,Me,$10.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Good,Good,Yes
$41.21,Me,$6.00,Other,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Very Good,Very Good,No
$18.36,Me,$5.00,Asian,Tue,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Very Good,No
$37.28,Me,$7.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Excellent,Excellent,No
$31.06,Me,$5.50,White,Wed,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Good,Excellent,Very Good,Very Good,Excellent,Excellent,No
$48.00,Me,$0.06,Prefer not to answer,Wed,Dinner,Dine In,Very Good,Probably Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$49.78,Me,$8.00,White,Tue,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Very Good,Good,Very Good,Very Good,Good,Good,Don't Remember
$32.98,Me,$7.00,Hispanic,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$10.27,Me,$3.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$122.37,Me,$6.00,Hispanic,Tue,Dinner,Dine In,Poor,Definitely Not,Definitely Would Not,No,Excellent,Poor - Poor,Excellent,Fair,Very Good,Very Good,No
$33.12,Me,$7.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,Don't Remember
$7.03,Me,$5.00,White,Sun,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Very Good,Good,Excellent,Excellent,Poor,Very Good,No
$13.56,Me,$4.00,Prefer not to answer,Mon,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$73.00,Me,$10.00,Other,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$13.39,Me,$1.50,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,No,Very Good,Very Good,Good,Very Good,Good,Excellent,No
$32.73,Me,$3.50,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Don't Remember
$58.58,Me,$9.00,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$11.72,Me,$1.75,White,Tue,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Excellent,Excellent,Very Good,Excellent,Don't Remember
$33.17,Me,$5.00,White,Thu,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Excellent,Very Good,Excellent,No
$75.04,Me,$15.00,Asian,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$43.74,Me,$7.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$42.66,Me,$10.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$37.28,Me,$7.00,White,Fri,Dinner,Dine In,Very Good,Probably Will,Might or Might Not,Yes,Good,Very Good,Very Good,Very Good,Good,Very Good,No
$74.55,Me,$15.00,Hispanic,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$45.46,Me,$6.50,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$28.37,Me,$6.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$73.44,Me,$14.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.26,Me,$5.00,White,Tue,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$63.54,Me,$12.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Very Good,Very Good,Very Good,No
$48.12,Me,$10.88,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$63.04,Me,$10.00,Asian,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$24.56,Me,$5.44,White,Sat,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Excellent,No
$28.14,Me,$5.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$61.19,Me,$7.00,White,Sat,Dinner,Dine In,Poor,Probably Not,Probably Would Not,No,Fair,Poor - Poor,Good,Good,Good,Good,Yes
$26.80,Me,$6.00,Hispanic,Thu,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,No
$45.23,Me,$9.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$17.24,Me,$4.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Fair,Excellent,Excellent,Excellent,No
$70.21,Me,$10.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$100.93,Me,$15.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$45.00,Me,$10.00,Hispanic,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$14.23,Me,$2.50,White,Tue,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Good,Very Good,Don't Remember
$78.36,Me,$31.64,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$27.10,Me,$3.00,White,Sun,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Excellent,Excellent,Very Good,Excellent,No
$44.42,Me,$15.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$130.76,Me,$25.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Very Good,Excellent,Very Good,Very Good,Excellent,No
$18.26,Me,$4.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$36.00,Me,$7.00,Asian,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$15.86,Me,$4.14,Other,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$49.14,Me,$8.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$80.11,Me,$0.15,White,Sun,Dinner,Dine In,Poor,Probably Not,Probably Would Not,Yes,Poor,Very Good,Good,Very Good,Very Good,Very Good,Yes
$44.33,Me,$7.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$41.79,Me,$5.21,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Excellent,No
$28.00,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$40.00,Me,$6.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$23.00,Me,$3.00,Prefer not to answer,Wed,Dinner,Dine In,Good,Definitely Not,Definitely Would Not,Yes,Fair,Excellent,Excellent,Excellent,Very Good,Excellent,Don't Remember
$46.91,Me,$7.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$15.81,Me,$2.85,Asian,Mon,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Very Good,Very Good,Excellent,Excellent,Excellent,No
$109.44,Me,$20.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,Don't Remember
$90.00,Me,$16.00,Hispanic,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$24.00,Me,$6.00,White,Fri,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Very Good,Excellent,Don't Remember
$6.42,Me,$2.00,Prefer not to answer,Mon,Lunch,Dine In,Good,Definitely Will,Definitely Would,Yes,Very Good,Good,Very Good,Excellent,Very Good,Very Good,No
$32.31,Me,$6.69,White,Thu,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Good,Very Good,Good,Excellent,No
$60.06,Me,$0.05,Hispanic,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Good,Very Good,Yes
$29.51,Me,$5.00,Hispanic,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$119.00,Me,$119.00,White,Sun,Lunch,Dine In,Good,Might or Might Not,Probably Would,Yes,Good,Very Good,Very Good,Very Good,Poor,Good,No
$21.83,Me,$3.00,Black,Sat,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$36.38,Me,$0.07,Asian,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$37.73,Me,$7.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Good,Don't Remember
$52.63,Me,$8.00,Hispanic,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,No
$42.58,Me,$5.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$27.24,Me,$4.00,Hispanic,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$32.84,Me,$7.00,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$20.52,Me,$4.00,White,Mon,Dinner,Dine In,Good,Might or Might Not,Probably Would,Yes,Very Good,Fair,Excellent,Excellent,Good,Fair,No
$19.10,Me,$3.00,White,Mon,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,Yes
$37.75,Me,$7.00,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Good,Yes
$40.64,Me,$10.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$67.27,Me,$11.00,Hispanic,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,No
$27.03,Me,$4.97,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Excellent,Excellent,Very Good,Don't Remember
$62.51,Me,$10.00,White,Sun,Dinner,Dine In,Good,Probably Will,Probably Would,No,Excellent,Fair,Excellent,Excellent,Very Good,Very Good,No
$19.23,Me,$4.00,Hispanic,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$36.53,Me,$4.00,Hispanic,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$52.69,Me,$15.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$6.35,Me,$2.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$14.25,Me,$4.00,Hispanic,Mon,Dinner,Dine In,Good,Definitely Will,Probably Would,Yes,Very Good,Good,Excellent,Very Good,Fair,Fair,No
$48.78,Me,$8.00,White,Sun,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Fair,Very Good,Good,Very Good,Good,Good,No
$50.65,Me,$7.00,White,Sat,Dinner,Dine In,Fair,Probably Not,Probably Would Not,Yes,Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$67.56,Me,$10.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Very Good,Excellent,Don't Remember
$26.94,Me,$6.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.86,Me,$5.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$20.44,Me,$3.00,White,Tue,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$35.69,Me,$6.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Very Good,No
$71.68,Me,$10.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.35,Me,$6.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$125.00,Me,$10.00,White,Sat,Dinner,Dine In,Poor,Probably Will,Might or Might Not,Yes,Excellent,Good,Excellent,Excellent,Poor,Excellent,No
$20.51,Me,$43.50,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$25.98,Me,$3.00,Other,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Excellent,Excellent,No
$42.91,Me,$8.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$58.08,Me,$10.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Probably Would,No,Very Good,Very Good,Good,Very Good,Very Good,Very Good,No
$37.00,Me,$9.50,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$66.68,Me,$15.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$24.76,Me,$3.71,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$53.20,Me,$3.00,White,Sun,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$38.94,Me,$3.89,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$10.81,Me,$2.00,Hispanic,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.80,Me,$4.20,White,Fri,Dinner,Dine In,Excellent,Probably Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$32.05,Me,$5.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$47.01,Me,$10.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$30.00,Me,$5.00,White,Sun,Dinner,Dine In,Fair,Probably Will,Probably Would,Yes,Fair,Good,Very Good,Very Good,Very Good,Excellent,Don't Remember
$130.28,Me,$15.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Yes
$19.81,Me,$5.00,Prefer not to answer,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$80.29,Me,$0.15,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Yes
$25.00,Me,$5.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$56.37,Me,$7.00,White,Sun,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$100.00,Me,$15.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$13.16,Me,$5.00,White,Sun,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$28.24,Me,$5.76,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Good,Excellent,No
$55.90,Me,$11.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$149.90,Me,$30.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$55.59,Me,$10.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$24.53,Me,$4.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$24.10,Me,$2.00,Hispanic,Thu,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Excellent,Excellent,Very Good,Excellent,Yes
$60.05,Me,$7.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$150.29,Me,$20.00,White,Thu,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$43.62,Me,$10.00,White,Thu,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$48.04,Me,$7.50,White,Mon,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Good,Very Good,Very Good,Very Good,No
$19.79,Me,$5.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$57.92,Me,$9.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Excellent,Excellent,Don't Remember
$15.75,Me,$3.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$22.21,Me,,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
